nct,titulo,sponsor,estado_ct,fase,tipo_estudio,fecha_inicio,fecha_fin
NCT06855277,Study Comparing AAA817+ARPI Versus Standard of Care in Adult Participants With PSMA-positive mCRPC,Novartis Pharmaceuticals,RECRUITING,PHASE3,INTERVENTIONAL,2025-07-01,2032-11-04
NCT07140614,"A First in Human Study to Assess the Safety, Tolerability, and Pharmacokinetics of EDK060 in Adults With CMT1A.",Novartis Pharmaceuticals,RECRUITING,PHASE1,INTERVENTIONAL,2025-09-30,2028-02-26
NCT07326709,"A Study to Investigate the Efficacy, Safety and Tolerability of Votoplam in Participants With Huntington's Disease",Novartis Pharmaceuticals,RECRUITING,PHASE3,INTERVENTIONAL,2026-03-24,2030-04-30
NCT06994845,"Study to Assess the Efficacy, Pharmacokinetics, Safety and Tolerability of Iptacopan in Pediatric Patients With Primary IgAN",Novartis Pharmaceuticals,RECRUITING,PHASE3,INTERVENTIONAL,2025-11-27,2030-06-30
NCT04174157,Registry of Patients With a Diagnosis of Spinal Muscular Atrophy (SMA),Novartis Pharmaceuticals,RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2018-09-25,2038-06-30
NCT06514521,Post Marketing Study on Pluvicto in Korea,Novartis Pharmaceuticals,RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2025-04-18,2028-05-31
NCT05935215,Efficacy and Safety of Switching From Anti-C5 Antibody Treatment to Iptacopan Treatment in Study Participants With Atypical Hemolytic Uremic Syndrome (aHUS),Novartis Pharmaceuticals,RECRUITING,PHASE3,INTERVENTIONAL,2024-02-28,2029-07-19
NCT07517263,An Open Label Extension (OLE) Study (Following Completion of CTQJ230A12301) to Evaluate Long-term Safety and Tolerability of Pelacarsen (TQJ230),Novartis Pharmaceuticals,RECRUITING,PHASE3,INTERVENTIONAL,2026-05-11,2030-01-09
NCT04933552,Post-Authorization Safety Study for Assessment of Pregnancy Outcomes in Patients Treated With Mayzent,Novartis Pharmaceuticals,RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2021-12-15,2032-05-31
NCT07626281,"Assessment of Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of a New Formulation of Inclisiran Containing Polysorbate 80 Compared to the Currently Marketed Formulation",Novartis Pharmaceuticals,RECRUITING,PHASE1,INTERVENTIONAL,2026-06-09,2026-12-21
NCT07594587,A Study of Ruxolitinib in Patients With Graft-Versus Host Disease,Novartis Pharmaceuticals,RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2026-05-11,2030-05-15
NCT04094311,Study of Out of Specification for Tisagenlecleucel,Novartis Pharmaceuticals,RECRUITING,PHASE3,INTERVENTIONAL,2019-11-21,2027-03-31
NCT05344469,A NIS Evaluating Various Injectable and Oral Treatments in Patients With Relapsing Multiple Sclerosis,Novartis Pharmaceuticals,RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2022-05-10,2029-05-30
NCT06684964,"RWE,NIS,Prospective Study for the Effectiveness, Tolerability and Adherence of Asciminib in Saudi Arabia. (ASC4REAL)",Novartis Pharmaceuticals,RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2025-03-24,2026-12-30
NCT00348491,"Efficacy of Lumiracoxib in Relieving Moderate to Severe Post-dental Surgery Pain, Compared to Both Placebo and Celecoxib",Novartis Pharmaceuticals,COMPLETED,PHASE4,INTERVENTIONAL,2006-02,
NCT01285479,The Gilenya Pregnancy Registry,Novartis Pharmaceuticals,COMPLETED,OBSERVATIONAL,OBSERVATIONAL,2011-10-15,2024-05-29
NCT00938860,Sustained Virological Response (SVR) to Antiviral Treatment of Liver Transplant Recipients With Recurrent Hepatitis C,Novartis Pharmaceuticals,COMPLETED,PHASE4,INTERVENTIONAL,2009-09,2013-05
NCT01150123,Safety and Immunogenicity of a Group B Streptococcus Vaccine in Healthy Women,Novartis Vaccines,COMPLETED,PHASE1,INTERVENTIONAL,2010-05,2012-10
NCT00260923,A Dose Ranging Study to Compare the Safety and Efficacy of Aliskiren in Patients With High Blood Pressure,Novartis,COMPLETED,PHASE3,INTERVENTIONAL,2005-11,2006-11
NCT05424523,Effectiveness and Safety of Omalizumab in Children With Allergic Asthma.,Novartis Pharmaceuticals,COMPLETED,OBSERVATIONAL,OBSERVATIONAL,2021-02-25,2021-06-28
NCT01265446,Efficacy and Safety of a Sore Throat Lozenge Containing Lidocaine and Cetylpyridinium Chloride in Patients With Sore Throat Due to a Common Cold.,Novartis,COMPLETED,PHASE3,INTERVENTIONAL,2010-12,2011-04
NCT01596712,"Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Immunogenicity of QGE031 in Japanese Atopic Male Subjects",Novartis Pharmaceuticals,COMPLETED,PHASE1,INTERVENTIONAL,2011-03,2012-08
NCT01289054,A Global Imatinib and Nilotinib Pregnancy Exposure Registry,Novartis Pharmaceuticals,COMPLETED,OBSERVATIONAL,OBSERVATIONAL,2011-01,2015-03
NCT01035229,Global Study Looking at the Combination of RAD001 Plus Best Supportive Care (BSC) and Placebo Plus BSC to Treat Patients With Advanced Hepatocellular Carcinoma.,Novartis Pharmaceuticals,COMPLETED,PHASE3,INTERVENTIONAL,2010-04,2013-10
NCT02792231,Efficacy and Safety of Ofatumumab Compared to Teriflunomide in Patients With Relapsing Multiple Sclerosis.,Novartis Pharmaceuticals,COMPLETED,PHASE3,INTERVENTIONAL,2016-08-26,2020-10-22
NCT01110902,"Efficacy, Safety and Tolerability of Agomelatine Sublingual Tablets in the Treatment of Major Depressive Disorder (MDD)",Novartis Pharmaceuticals,COMPLETED,PHASE3,INTERVENTIONAL,2010-05,2011-06
NCT00549601,"Convenience, Tolerability, and Safety of Change in the Administration of Rivastigmine From Capsules to a Transdermal Patch in Patients With Mild to Moderate Alzheimer's Disease",Novartis,COMPLETED,PHASE4,INTERVENTIONAL,2007-09,2009-04
NCT00705575,Efficacy and Safety of the Combination Aliskiren (300 mg) and Hydrochlorothiazide (25mg) to Aliskiren (300mg) Monotherapy in Patients With Staged II Hypertension,Novartis,COMPLETED,PHASE3,INTERVENTIONAL,2008-06,2009-04
NCT01625377,"A National Multi-center Randomized, Open Label Study to Evaluate Efficacy and Safety of Everolimus With EC-MPS Compared to Standard Treatment Combination Tacrolimus and EC-MPS in de Novo Liver Transplant Recipients",Novartis Pharmaceuticals,COMPLETED,PHASE3,INTERVENTIONAL,2012-12,2015-03
NCT01928472,Dose-finding Study of Four Dosage Levels of an H7N9 Influenza Vaccine in Adults Between Ages of 18 Years and 65 Years,Novartis Vaccines,COMPLETED,PHASE1,INTERVENTIONAL,2013-08,2014-09
NCT05816395,Safety and Efficacy of RHH646 for Knee Osteoarthritis,Novartis Pharmaceuticals,COMPLETED,PHASE2,INTERVENTIONAL,2023-05-31,2025-02-24
NCT02396212,Study of Efficacy and Safety of Canakinumab in Japanese Patients With SJIA,Novartis Pharmaceuticals,COMPLETED,PHASE3,INTERVENTIONAL,2015-05-07,2018-08-01
NCT01092065,Efficacy and Safety of AFQ056 When Combined With Increased Doses of L-dopa in Parkinson's Disease Patients With Moderate-severe L-dopa Induced Dyskinesia,Novartis,COMPLETED,PHASE2,INTERVENTIONAL,2010-03,2011-07
NCT04346654,A Study to Assess Efficacy and Safety of Eltrombopag in Combination With a Short Course of Dexamethasone in Patients With Newly Diagnosed ITP,Novartis Pharmaceuticals,COMPLETED,PHASE2,INTERVENTIONAL,2020-10-09,2023-09-22
NCT00903175,Efficacy and Safety Comparison of RAD001 Versus Sunitinib in the First-line and Second-line Treatment of Patients With Metastatic Renal Cell Carcinoma,Novartis Pharmaceuticals,COMPLETED,PHASE2,INTERVENTIONAL,2009-10,2015-05
NCT00654875,Efficacy and Safety of Once Daily Dosing of Aliskiren (300 mg (qd) Once a Day) to Twice Daily Dosing of Aliskiren (150 mg (Bid) Twice a Day) in Treating Moderate Hypertension.,Novartis,COMPLETED,PHASE4,INTERVENTIONAL,2008-03,2008-11
NCT00460577,Efficacy of Formoterol vs Ipatropioum Bromide Plus Fenoterol in Children (5-<12 Years) With Acute Bronchial Obstruction,Novartis,COMPLETED,PHASE4,INTERVENTIONAL,2007-03,2008-09
NCT01193101,Efficacy and Safety of LCZ696 Compared to Placebo in Patients With Essential Hypertension,Novartis Pharmaceuticals,COMPLETED,PHASE2,INTERVENTIONAL,2010-08,2011-04
NCT00941031,AIN457 Regimen Finding Study in Patients With Moderate to Severe Psoriasis,Novartis Pharmaceuticals,COMPLETED,PHASE2,INTERVENTIONAL,2009-07,2010-12
NCT02515331,Safety and Efficacy Study of LHW090 in Resistant Hypertension Patients,Novartis Pharmaceuticals,COMPLETED,PHASE2,INTERVENTIONAL,2015-11-04,2017-08-17
NCT00646737,Conversion From Mycophenolate Mofetil to Mycophenolate Sodium in Renal Transplant,Novartis,COMPLETED,PHASE4,INTERVENTIONAL,2008-05,2008-12
NCT00099957,A Clinical Study to Assess the Effect of Vildagliptin on Postprandial Lipid Parameters in Patients With Type 2 Diabetes,Novartis Pharmaceuticals,COMPLETED,PHASE2,INTERVENTIONAL,2003-09,2005-06
NCT01563354,3-arm Trial to Evaluate Pasireotide LAR/Everolimus Alone/in Combination in Patients With Lung/Thymus NET - LUNA Trial,Novartis Pharmaceuticals,COMPLETED,PHASE2,INTERVENTIONAL,2013-08-16,2020-02-10
NCT00853957,Efficacy and Safety of Aliskiren Administered in Combination With Amlodipine Versus Amlodipine Alone in African American Patients With Stage 2 Hypertension,Novartis,COMPLETED,PHASE4,INTERVENTIONAL,2009-02,2009-08
NCT01988662,"UNcovering the Difference Between Ranibizumab and Aflibercept, Focusing on Systemic Anti-vascular Endothelial Growth Factor (VEGF) Effects in Patients With neovascuLar Age-related Macular Degeneration (AMD)",Novartis Pharmaceuticals,COMPLETED,PHASE4,INTERVENTIONAL,2014-04,2015-09
NCT00238446,Efficacy and Safety of Enteric-coated Mycophenolate Sodium in Heart Transplant Recipients,Novartis Pharmaceuticals,COMPLETED,PHASE3,INTERVENTIONAL,2003-04,
NCT00239070,Extension Study on the Safety and Efficacy of Enteric-coated Mycophenolate Sodium in Kidney Transplant Recipients,Novartis,COMPLETED,PHASE3,INTERVENTIONAL,2003-04,2006-05
NCT03765788,A Placebo-controlled Phase 2 Trial to Investigate the Safety and Efficacy of Secukinumab in Giant Cell Arteritis,Novartis Pharmaceuticals,COMPLETED,PHASE2,INTERVENTIONAL,2019-01-30,2021-06-08
NCT01434680,Evaluating the Comparative Safety and Immunogenicity of Three Lots of Novartis Meningococcal C Conjugate Vaccine in Healthy Toddlers,Novartis,COMPLETED,PHASE2,INTERVENTIONAL,2011-09,2012-11
NCT00311480,"Safety and Immunogenicity of Two Doses, Administered Three Weeks Apart, of Two(Surface Antigen Adjuvanted With MF59C.1) Influenza Vaccines in Non-Elderly Adult and Elderly Subjects",Novartis,COMPLETED,PHASE2,INTERVENTIONAL,2006-03,
NCT00133627,Ketotifen Ophthalmic Solution With Emedastine in Patients With Seasonal Allergic Conjunctivitis,Novartis,COMPLETED,PHASE4,INTERVENTIONAL,2005-04,2005-10
NCT02159053,"16-week Efficacy and 2-year Safety, Tolerability and Efficacy of Secukinumab in Participants With Active Ankylosing Spondylitis",Novartis Pharmaceuticals,COMPLETED,PHASE3,INTERVENTIONAL,2015-05-18,2018-01-02
NCT00489424,"Acetaminophen or Fluvastatin Compared to Placebo on the Transient Post-Dose Symptoms (PDS) Following an Intravenous (i.v.) Infusion of a Single Dose of Zoledronic Acid 5mg, in Post-menopausal Women With Low Bone Mass",Novartis Pharmaceuticals,COMPLETED,PHASE4,INTERVENTIONAL,2007-06,2007-12
NCT02992483,"Phase I Study of MIK665, a Mcl-1 Inhibitor, in Patients With Refractory or Relapsed Lymphoma or Multiple Myeloma",Novartis Pharmaceuticals,COMPLETED,PHASE1,INTERVENTIONAL,2017-07-12,2019-06-07
NCT00740129,Re-treatment of Participants With Paget's Disease Using Zoledronic Acid,Novartis Pharmaceuticals,COMPLETED,PHASE4,INTERVENTIONAL,2008-10-21,2011-03-14
NCT01994629,Safety and Immunogenicity of One Dose of Novartis' Meningococcal ACWY-CRM Vaccine and GlaxoSmithKline Biologicals' Meningococcal ACWY-TT Vaccine in Healthy Toddlers,Novartis Vaccines,COMPLETED,PHASE2,INTERVENTIONAL,2013-11,2014-10
NCT00099229,Study of Licarbazepine in the Treatment of Manic Episodes of Bipolar Disorder,Novartis Pharmaceuticals,COMPLETED,PHASE3,INTERVENTIONAL,2004-11,2006-08
NCT00237237,Vildagliptin Compared to Pioglitazone in Combination With Metformin in Patients With Type 2 Diabetes,Novartis,COMPLETED,PHASE3,INTERVENTIONAL,2005-10,
NCT01396057,Efficacy and Safety of Ranibizumab Intravitreal Injections Versus Dexamethasone Intravitreal Implant in Patients With Branch Retinal Vein Occlusion (BRVO),Novartis Pharmaceuticals,COMPLETED,PHASE3,INTERVENTIONAL,2011-07,2013-06
NCT07235046,A Study of DII235 in Adults With Elevated Lipoprotein(a),Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,PHASE2,INTERVENTIONAL,2025-12-02,2028-04-25
NCT05544929,A Study of Safety and Efficacy of KFA115 Alone and in Combo With Pembrolizumab in Patients With Select Advanced Cancers,Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,PHASE1,INTERVENTIONAL,2022-10-26,2027-09-01
NCT06903234,Post-authorization Safety Study of Iptacopan in Adult Patients With Paroxysmal Nocturnal Hemoglobinuria (PNH) Using Data From the IPIG PNH Registry,Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2025-03-31,2029-10-01
NCT06088979,A Study to Investigate Efficacy and Safety of TOUR006 in Participants 18 to 80 Years of Age With Thyroid Eye Disease,"Tourmaline Bio, Inc., a Novartis Company",ACTIVE_NOT_RECRUITING,PHASE2,INTERVENTIONAL,2024-02-19,2027-09
NCT06604897,Effectiveness of Entresto (Sacubitril/Valsartan) in Japanese Patients With Hypertension,Novartis,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2023-01-31,2025-03-31
NCT05109728,A Dose Finding Study of [177Lu]Lu-DOTA-TATE in Newly Diagnosed Glioblastoma in Combination With Standard of Care and in Recurrent Glioblastoma as a Single Agent.,Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,PHASE1,INTERVENTIONAL,2022-05-10,2027-07-31
NCT06991608,A Study to Compare Digital Disease Monitoring of Patients With csU (Telemedicine to Face-to-Face Visits) in Germany,Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2024-06-11,2025-12-31
NCT07047118,A Study of JSB462 (Luxdegalutamide) Plus Lutetium (177Lu) Vipivotide Tetraxetan in Patients With Metastatic Castration Resistant Prostate Cancer (mCRPC),Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,PHASE2,INTERVENTIONAL,2025-07-03,2028-05-14
NCT06444113,Concentration of Ofatumumab in the Breast Milk of Lactating Women With Relapsing Forms of Multiple Sclerosis,Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,PHASE4,INTERVENTIONAL,2024-11-25,2026-10-29
NCT05726838,The Belgian REAL (BE.REAL) Registry,Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2022-04-15,2029-03-30
NCT06894511,An Open-label Study of Lutetium (177Lu) Vipivotide Tetraxetan (AAA617) in Combination With ARPI Versus AAA617 in PSMA Positive First-line mCRPC,Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,PHASE2,INTERVENTIONAL,2025-09-11,2026-10-15
NCT05147220,Efficacy and Safety of Remibrutinib Compared to Teriflunomide in Participants With Relapsing Multiple Sclerosis (RMS),Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,PHASE3,INTERVENTIONAL,2021-12-16,2030-10-30
NCT05397496,Study of PIT565 in Relapsed and/or Refractory B-cell Malignancies,Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,PHASE1,INTERVENTIONAL,2022-10-03,2026-08-20
NCT05888493,A Phase III Trial Comparing Tisagenlecleucel to Standard of Care (SoC) in Adult Participants With r/r Follicular Lymphoma,Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,PHASE3,INTERVENTIONAL,2023-10-02,2031-02-20
NCT05552469,Dose Optimization and Expansion Study of DFV890 in Adult Patients With Myeloid Diseases,Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,PHASE1,INTERVENTIONAL,2023-05-08,2027-01-13
NCT05648968,A Study of Efficacy and Safety of Ianalumab in Previously Treated Patients With Warm Autoimmune Hemolytic Anemia,Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,PHASE3,INTERVENTIONAL,2022-12-30,2028-12-19
NCT04524000,Study Assessing the Efficacy and Safety of Treatment With Alpelisib Plus Fulvestrant in Japanese Men and Postmenopausal Women With Advanced Breast Cancer,Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,PHASE2,INTERVENTIONAL,2021-01-08,2027-02-27
NCT05399992,Study Evaluating LDL-C Change and Adherence to Inclisiran Lipid-lowering Therapy in ASCVD,Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2022-09-12,2026-10-05
NCT03975829,Pediatric Long-Term Follow-up and Rollover Study,Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,PHASE4,INTERVENTIONAL,2019-11-04,2026-11-05
NCT05126277,"Safety, Efficacy and Tolerability of Ianalumab Versus Placebo, Combination With SoC Therapy, in Participants With Active Lupus Nephritis",Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,PHASE3,INTERVENTIONAL,2022-07-14,2031-02-11
NCT06157086,Assessment of the Quality of Life of Multiple Sclerosis Patients Treated With Ofatumumab in Real-life in France,Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2023-12-21,2026-07-31
NCT05921994,Long Term Observational Study to Collect in a Real-world populatIon Data on the Treatment Pattern of secukinumAb in Adult Patients With Moderate to Severe Hidradenitis Suppurativa.,Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,OBSERVATIONAL,2023-08-10,2027-03-31
NCT02962414,Roll-over Study to Collect and Assess Long-term Safety of Everolimus in Patients With TSC and Refractory Seizures Who Have Completed the EXIST-3 Study [CRAD001M2304] and Who Are Benefitting From Continued Treatment,Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,PHASE3,INTERVENTIONAL,2017-06-08,2027-08-13
NCT05885555,A Study of Ianalumab (VAY736) in Patients With Primary Immune Thrombocytopenia (ITP) Previously Treated With at Least Two Lines of Therapies,Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,PHASE2,INTERVENTIONAL,2023-08-16,2029-03-19
NCT04971226,A Study of Oral Asciminib Versus Other TKIs in Adult Patients With Newly Diagnosed Ph+ CML-CP,Novartis Pharmaceuticals,ACTIVE_NOT_RECRUITING,PHASE3,INTERVENTIONAL,2021-10-06,2031-01-18
